Kapitelüberschriften;Nummerierung;H-003;H-005;H-021;H-016;H-001;H-015;H-012;H-006;H-007;dis H-003 H-005;dis H-003 H-021;dis H-003 H-016;dis H-003 H-001;dis H-003 H-015;dis H-003 H-012;dis H-003 H-006;dis H-003 H-007;dis H-005 H-021;dis H-005 H-016;dis H-005 H-001;dis H-005 H-015;dis H-005 H-012;dis H-005 H-006;dis H-005 H-007;dis H-021 H-016;dis H-021 H-001;dis H-021 H-015;dis H-021 H-012;dis H-021 H-006;dis H-021 H-007;dis H-016 H-001;dis H-016 H-015;dis H-016 H-012;dis H-016 H-006;dis H-016 H-007;dis H-001 H-015;dis H-001 H-012;dis H-001 H-006;dis H-001 H-007;dis H-015 H-012;dis H-015 H-006;dis H-015 H-007;dis H-012 H-006;dis H-012 H-007;dis H-006 H-007
;357;V n̄ ſante ſie in des kindes hp;Vn̄ ſande ſi indes kindes lip‧;vnde ʒande ʒin des cyndes liff~;vnd ſant ſie in des kindes liep;vnde ſante ſye in des kindes lip;V nd ſant ſi in des chindes leip.;vn̄ ſante ſe indes kyndes liſ;;;0.23;0.52;0.19;0.19;0.25;0.23;1;1;0.39;0.23;0.22;0.28;0.17;1;1;0.39;0.34;0.44;0.39;1;1;0.12;0.19;0.23;1;1;0.25;0.19;1;1;0.31;1;1;1;1;1
;358;D es ſwanger waʒ daʒ heilge wip;Des ſwanger was daʒ heilig wip‧;des madeꝛ modeꝛ was dat hilge wiff~;deʒ ſwang was daʒ heillig wi;das ſwanger wart das heylige wip;des ſwanger waʒ daʒ heilig weip.;Des muter was dat heylige wiſ;;;0.16;0.49;0.29;0.22;0.13;0.35;1;1;0.49;0.19;0.22;0.1;0.32;1;1;0.57;0.57;0.54;0.43;1;1;0.34;0.23;0.38;1;1;0.22;0.31;1;1;0.35;1;1;1;1;1
;359;d ie ſele got deme kindelin;Der ſêl die got dem kindelin‧;de ʒele dede gat deme cindelin~;Die ſele die got dein kindelin;die ſele die got dem kindelin;D ie ſele die got dem chindelein.;De ʒele degod dem kindelin;;;0.31;0.29;0.23;0.21;0.25;0.26;1;1;0.32;0.23;0.17;0.28;0.28;1;1;0.29;0.26;0.31;0.26;1;1;0.07;0.19;0.23;1;1;0.12;0.17;1;1;0.28;1;1;1;1;1
;360;S chuͦf gab got die groʒʒen gnade ſin;Schvf‧ gab er di grozē genade ſin‧;ge ſcopp deme deme gaff de gnade ʒinen;Geſchuff der gab got dÿe gnade ſin;geſchuff der gabeer den ſyn;ſchuef dem gab er die ſin.;Ghe ſcub dem gas he gnadeſine;;;0.38;0.66;0.46;0.65;0.57;0.59;1;1;0.68;0.59;0.68;0.59;0.62;1;1;0.47;0.63;0.58;0.42;1;1;0.32;0.41;0.44;1;1;0.3;0.59;1;1;0.55;1;1;1;1;1
;361;Mit manich valtiger tuͦgent;Mit manicvaltiger tugent‧;myt mangeꝛ hande doget~;mit mancher hande togn̄t;Jnade mit manger hande tugent;G nade mit maniigerſlachte tvgent.;mit mānichualdigher doghent;;;0.15;0.56;0.48;0.55;0.58;0.33;1;1;0.56;0.56;0.55;0.58;0.33;1;1;0.33;0.41;0.61;0.56;1;1;0.38;0.55;0.52;1;1;0.3;0.69;1;1;0.64;1;1;1;1;1
;362;E r hub ſich ſin reine iugent;Erhvͦb ſich ſin reinev ivgent‧;;Er hub ſich ſein rein Jugnt;da mit erhube ſich ſyn jugent;da mit erhueb ſich ſein ivgent.;Daꝛ mede huf ſik ſyn ioghent;;;0.23;1;0.17;0.55;0.47;0.62;1;1;1;0.33;0.7;0.53;0.7;1;1;1;1;1;1;1;1;0.59;0.53;0.68;1;1;0.2;0.41;1;1;0.43;1;1;1;1;1
;363;E r gab ir ſinen heilgen geiſt;Er gab ir ſinen geiligen geiſt‧;he gaff eꝛ ʒinen hilgen geyſt~;Got gab in den hellign̄ geiſt;Er gabe ir den heyligen geiſt;E rgab im ſeinen heiligen geiſt.;lhe gaft er ſine hilghē geyſt;;;0.13;0.37;0.37;0.23;0.13;0.37;1;1;0.39;0.39;0.23;0.19;0.45;1;1;0.57;0.47;0.39;0.27;1;1;0.28;0.39;0.55;1;1;0.29;0.52;1;1;0.45;1;1;1;1;1
;364;Mit ſoben gaben aller meiſt;Mit den ſiben gaben meiſt;myt den ſouen gauen meyſt~;mit ſibn̄ gabn̄ aller meiſt;mut den ſyben gabe aller meiſt;mit den ſiben gaben maiſt.;myt den ſeuē gauē meyſt;;;0.33;0.48;0.19;0.23;0.37;0.56;1;1;0.23;0.44;0.27;0.04;0.36;1;1;0.59;0.4;0.27;0.23;1;1;0.33;0.48;0.59;1;1;0.3;0.47;1;1;0.4;1;1;1;1;1
;365;W ant die heilge ſile waʒ;Wand dev heiligev ſæ̂le was‧;wen do de hilge ʒele was~;;vnde do die heylige ſele was;w an do die heilige ſele waʒ.;wen do de heylige ʒele was;;;0.36;0.44;1;0.39;0.18;0.42;1;1;0.39;1;0.46;0.36;0.36;1;1;1;0.36;0.29;0.15;1;1;1;1;1;1;1;0.21;0.21;1;1;0.21;1;1;1;1;1
;366;k uͦnten in daʒ reine faʒ;Chomen indaz reine vaz‧;ge camen yn dat dat hilge was~;;kinnen indas reyne vas;chomen in daʒ raine vaʒ.;komē in dat heylige vad;;;0.44;0.6;1;0.36;0.32;0.56;1;1;0.6;1;0.35;0.22;0.52;1;1;1;0.63;0.53;0.57;1;1;1;1;1;1;1;0.39;0.52;1;1;0.48;1;1;1;1;1
;367;d er in beiden waʒ gegeben;Der in beiden was gegeben‧;vnde en beiden was ge geuen~;;vnde yn beiden was gegeben;V nd in beiden waʒ gegeben.;vn̄ en beyden was ghegheuē;;;0.12;0.32;1;0.23;0.12;0.46;1;1;0.25;1;0.19;0.23;0.38;1;1;1;0.14;0.25;0.32;1;1;1;1;1;1;1;0.15;0.35;1;1;0.38;1;1;1;1;1
;368;b e ein andir in er leben;Bei ein ander in ir leben;be eyn andeꝛ ynmeꝛ to leuen~;;dye ein ander ein vnner leben;bei ein ander immer leben.;Dyen ander ander mdmer leuē;;;0.16;0.43;1;0.24;0.2;0.56;1;1;0.39;1;0.28;0.12;0.56;1;1;1;0.48;0.39;0.57;1;1;1;1;1;1;1;0.31;0.48;1;1;0.48;1;1;1;1;1
;369;d er heilge geiſt von himelrich;Der heilige geiſt von himelrich‧;de hilge geiſt van hemel ꝛick~;Der heillige geiſt himelrich;der heylige geiſt von hymelrich;D er heilig geiſt von himelreich.;De hilghegeyſt vā hīmekrik;;;0.09;0.29;0.23;0.13;0.09;0.39;1;1;0.28;0.19;0.09;0.12;0.41;1;1;0.43;0.32;0.34;0.37;1;1;0.23;0.25;0.5;1;1;0.16;0.42;1;1;0.44;1;1;1;1;1
;370;C nam in die ſele tangenlich;Chom in die ſel tugentlich‧;quam in de ſele togend lick~;Anā in die ſele togētlich;anam in dye ſele tugentlich;chom in die ſele tougentleich.;Auā indeʒele do ghentlik;;;0.29;0.36;0.29;0.21;0.24;0.57;1;1;0.36;0.33;0.22;0.14;0.59;1;1;0.39;0.29;0.34;0.46;1;1;0.22;0.28;0.48;1;1;0.21;0.48;1;1;0.48;1;1;1;1;1
;371;v nde machte ſie reine von allen ſuͦndē;Vn̄ macht ſi reîn von allē ſvndē‧;vnde makede ꝛeyne van allen ſunden~;vnd macht ſie rein vō ſundn̄;vnde macht ſye reyne von allen ſünden;V nd machte ſi rame von allen ſvndē.;vn̄d makede ſe reyne vā allen ſūden;;;0.31;0.36;0.38;0.21;0.18;0.38;1;1;0.51;0.39;0.3;0.26;0.46;1;1;0.54;0.27;0.46;0.31;1;1;0.41;0.46;0.51;1;1;0.3;0.3;1;1;0.43;1;1;1;1;1
;372;D a von wil ich ie daʒ kuͦnden;Da von wil ich ev daz chvnden‧;Daꝛ van wil ick ylo cundygen~;do vō wil ich vch kundn̄;da von ich uch nu wil künden;da von wil ich eiv chvnden.;Dar vā wil it in dat kunden;;;0.27;0.5;0.43;0.4;0.3;0.3;1;1;0.47;0.43;0.43;0.2;0.4;1;1;0.45;0.62;0.38;0.48;1;1;0.57;0.42;0.44;1;1;0.43;0.54;1;1;0.48;1;1;1;1;1
;373;d aʒ die von mannes libe;Daz die von mannes leibe‧;Dat alle de pan mānes line~;daʒ die vō mannes libe;das alle dye von mannes libe;D aʒ alle die von mannes leibe.;Dat alle de vā adames liue;;;0.16;0.44;0.12;0.21;0.2;0.5;1;1;0.52;0.2;0.32;0.27;0.62;1;1;0.44;0.29;0.33;0.33;1;1;0.32;0.3;0.5;1;1;0.13;0.32;1;1;0.37;1;1;1;1;1
;374;k uͦnnnen ſint vn̄ auch von wibe;Chomen ſint vn̄ ovch vō wiben‧;camen ʒind vnde ok van wyne;komē ſint vnd auch vō wibe;kumen ſyn vnde auch von wibe;chomen ſint vnd ouch von weibe.;komē ſint vn̄ ak vā wine;;;0.41;0.56;0.34;0.28;0.31;0.44;1;1;0.5;0.3;0.43;0.23;0.4;1;1;0.56;0.43;0.4;0.44;1;1;0.29;0.27;0.23;1;1;0.27;0.46;1;1;0.43;1;1;1;1;1
;375;G eboꝛn ſint die muͦʒʒen alle;Geboꝛn ſint die mvzzen alle‧;ge baꝛen ʒind de motten alle~;Geborn ſint die muſſn̄ alle;geborn ſyn die muſſen alle;G eborn ſint die muʒʒen alle;Gheborn ſint de motē allen;;;0.21;0.41;0.24;0.24;0.07;0.34;1;1;0.34;0.25;0.25;0.21;0.32;1;1;0.45;0.41;0.41;0.38;1;1;0.15;0.18;0.3;1;1;0.18;0.38;1;1;0.29;1;1;1;1;1
;376;I n erbeſlachte ſunde gevallen;Ineinerſlehte ſvnden gevallen‧;yn eyne lechte ſunde vallen~;Jn aller ſlachte ſunde valle;Jn eyner ſlachte ſvnde valle;in einer ſlachte ſvnden vallen;In eyner ſclachte ſūdevallen;;;0.33;0.3;0.33;0.33;0.3;0.37;1;1;0.37;0.47;0.37;0.23;0.43;1;1;0.32;0.25;0.27;0.32;1;1;0.14;0.23;0.32;1;1;0.13;0.21;1;1;0.2;1;1;1;1;1
;377;d a vns her adam mit erſtach;Da vns her adam mit erſtach‧;Daꝛ vns adem yn ſtak~;do vns adam mit erſtach;da vns her adam hyne vorſtiß;D a vns her adam in verſtieʒ.;Dar vs adaʒ in vor ſtet;;;0.07;0.5;0.21;0.36;0.21;0.57;1;1;0.5;0.21;0.36;0.29;0.57;1;1;0.43;0.5;0.5;0.52;1;1;0.5;0.43;0.52;1;1;0.25;0.46;1;1;0.43;1;1;1;1;1
;378;d o her die gehoꝛſam brach;Do er die gehoꝛſam brach‧;do he gades bot bꝛak~;do her die ge horſam brach;da er gotes gehorſam liß;da er gotes gehorſam lieʒ.;do he goddes hoꝛſam ghelet;;;0.12;0.62;0.12;0.5;0.5;0.54;1;1;0.68;0.15;0.48;0.48;0.54;1;1;0.58;0.67;0.68;0.5;1;1;0.46;0.46;0.54;1;1;0.08;0.5;1;1;0.5;1;1;1;1;1
;379;D ie ſelbe iſt geheiʒʒen;Dev ſelbe iſt geheizen‧;de ʒulue ʒude is ghe heten~;;die ſelbe ſünde iſt geheiſſen;D ie ſelbe ſvnde iſt gehaiʒʒen.;De ſuke ſūde is gheheten;;;0.25;0.63;1;0.31;0.23;0.54;1;1;0.59;1;0.38;0.43;0.54;1;1;1;0.52;0.57;0.26;1;1;1;1;1;1;1;0.17;0.41;1;1;0.47;1;1;1;1;1
;380;M riginale want vleſchenn;Oꝛigīale wand von vleiſche‧;oꝛigmale wente ʒe vleyten~;;Originale wan von fleiſchen;origmale want von vleiſchen.;Origmele wēte van vliten;;;0.48;0.54;1;0.33;0.37;0.64;1;1;0.48;1;0.22;0.15;0.44;1;1;1;0.56;0.41;0.38;1;1;1;1;1;1;1;0.15;0.44;1;1;0.33;1;1;1;1;1
;381;G eſlechte gewuͦnne wir den lip;Geſlehte gewinne wir dē leib‧;ge luſten wynne wy dat liff~;;geluſten gewynnet den lip;G eluſten gewinnen den lip.;Gheluſten ghewȳnē we den lif;;;0.29;0.55;1;0.39;0.35;0.45;1;1;0.52;1;0.48;0.48;0.55;1;1;1;0.39;0.46;0.46;1;1;1;1;1;1;1;0.12;0.29;1;1;0.29;1;1;1;1;1
;382;b eẏde man vn̄ auch die wip;Beidev man vn̄ ouch dev weib‧;beyde man vnde wyf~;;beide man vnde auch die wip;beidev man vnd ouch wip.;Geyde man vn̄ ak de wiſ;;;0.31;0.48;1;0.15;0.33;0.3;1;1;0.48;1;0.31;0.28;0.38;1;1;1;0.48;0.43;0.39;1;1;1;1;1;1;1;0.26;0.33;1;1;0.43;1;1;1;1;1
;383;Wir werden auch da mit geboꝛn;Wir werden ovch da mit geboꝛn‧;wy weꝛden ock daꝛ mede baꝛen~;mit ſundn̄ wden mir geborn;vir wurden auch da mit geborn;w ir werden ouch da mit geborn.;we werdē ok der mede gheborn;;;0.1;0.52;0.55;0.1;0.1;0.52;1;1;0.47;0.57;0.2;0.13;0.5;1;1;0.79;0.62;0.53;0.48;1;1;0.48;0.53;0.57;1;1;0.13;0.55;1;1;0.47;1;1;1;1;1
;384;d a von wer wir alle verloꝛn;Da von werde wir alle verloꝛn‧;daꝛ van van weꝛde wy alle vor laꝛe~;deʒ wirt mānig ſele vorlorn;da von wurden wir auch alle vorlorn;da von wuͤrde wir alle verlorn.;dar vā ſo worde we vor lor;;;0.13;0.43;0.57;0.34;0.2;0.57;1;1;0.4;0.57;0.29;0.13;0.57;1;1;0.69;0.54;0.49;0.49;1;1;0.54;0.53;0.63;1;1;0.23;0.57;1;1;0.53;1;1;1;1;1
;385;O b vns die ſuͦnde nicht ab genomen;Ob vns dev ſvnde niht ab genomē;weꝛt vns de ſunde nicht aff ge namen~;doch wdn̄ vns dÿe ſunde ab ge nomē;ab vns die ſunde nicht al genomen;o b vns die ſvnde nicht ab genomē.;Aſ vus deſunde nicht af ghenomē;;;0.23;0.3;0.51;0.11;0.11;0.31;1;1;0.38;0.5;0.24;0.12;0.29;1;1;0.57;0.27;0.35;0.35;1;1;0.59;0.47;0.62;1;1;0.18;0.24;1;1;0.27;1;1;1;1;1
;386;wuͦrde in dem tauffe in criſtus name;wirt in der touvffe īchriſtes namē‧;yn deꝛ doppe nach vnʒem vꝛamen~;Jn der tauff in ÿpnd namen;vvnde inder tanffe nach vnſer frumen;wuͤrde in der touffe nach vnſin frv;wordē inder dope na vnſem vrowē;;;0.39;0.75;0.5;0.56;0.44;0.64;1;1;0.69;0.57;0.58;0.51;0.6;1;1;0.61;0.5;0.66;0.58;1;1;0.56;0.63;0.77;1;1;0.36;0.47;1;1;0.46;1;1;1;1;1
;387;V on der ſuͦnde wart daʒ libe;von der ſvnde wart daz lieb‧;van den ʒunden waꝛt dat leue cynt~;aller ſunde dis kindelin;von der ſvnde wart daʒ libe;V on d͛ ſvnde wart daʒ libe.;vā den ſunde wart dat leue;;;0.21;0.47;0.62;0.1;0.14;0.28;1;1;0.44;0.64;0.11;0.21;0.29;1;1;0.68;0.44;0.5;0.32;1;1;0.63;0.7;0.65;1;1;0.11;0.26;1;1;0.33;1;1;1;1;1
;388;k int in ſiner muͦter liebe;kint‧ inſiner mvͦter leibe‧;;Jn dē libe der mutte ſin;kint in ſyner muter libe;chint in ſeiner muͦter leibe.;kȳt in ſyner mout line;;;0.26;1;0.63;0.15;0.18;0.37;1;1;1;0.67;0.26;0.25;0.44;1;1;1;1;1;1;1;1;0.67;0.61;0.67;1;1;0.21;0.25;1;1;0.43;1;1;1;1;1
;389;;;;wart ledig vnd loß ge gebn;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;390;;;;alſo beſtūd ſein heilges lebn̄;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;391;Mit dem heilgen geiſte gereniget;Mit dem heiligē geiſt gereinigt‧;myt deme hilgen geiſte ge ꝛeynget~;vnd vō allen ſundn̄ gereyniget;mit dem heyligen geiſte gereyniget;M it dem heiligen geiſt gereiniget.;myt dem hilghe geyſte ghereynig;;;0.22;0.24;0.53;0.09;0.12;0.28;1;1;0.38;0.66;0.21;0.15;0.34;1;1;0.59;0.26;0.32;0.32;1;1;0.5;0.56;0.65;1;1;0.12;0.29;1;1;0.35;1;1;1;1;1
;392;V n̄ wart ſie auch von ime geheiligen;vn̄ wart ſi ovch von im geheiligt‧;vnde waꝛt van em ock ge hilget~;alſo wart es ge heiliget;vnde wart von ym geheyliget;vnde wart von im geheiliget.;vn̄ wart ok vā om gheheylig;;;0.19;0.59;0.54;0.43;0.38;0.46;1;1;0.59;0.62;0.41;0.35;0.38;1;1;0.55;0.39;0.35;0.58;1;1;0.44;0.41;0.63;1;1;0.07;0.41;1;1;0.44;1;1;1;1;1
2.1 Geburt Mariens;393;Do ergangen waʒ er friſt;Do ergangen was ir vriſt‧;Do voꝛ gangen was de vꝛiſt~;Gergangn̄ waʒ die friſt;Dergangen was die friſt;Do ergangen waʒ die vriſt.;v ergāgen was de vriſt;;;0.16;0.37;0.33;0.25;0.16;0.33;1;1;0.3;0.4;0.24;0.16;0.28;1;1;0.52;0.37;0.3;0.37;1;1;0.17;0.24;0.39;1;1;0.16;0.26;1;1;0.24;1;1;1;1;1
;394;alʒ der frauwen ſẏde noch iſt;Als der vrowen ſit noh iſt‧;ſalſo deꝛ vꝛouwen ſede nach iſt~;als der frawen ſit nach iſt;als der frauwen ſyte noch iſt;als der frowen ſite noch iſt.;Alo der vrowē ſete nochiſt;;;0.31;0.31;0.21;0.1;0.17;0.31;1;1;0.38;0.19;0.24;0.14;0.3;1;1;0.38;0.34;0.34;0.34;1;1;0.14;0.11;0.33;1;1;0.1;0.28;1;1;0.21;1;1;1;1;1
;395;V n̄ die ʒit auch kinnen waʒ;vn̄ dev zit ovch chomen was‧;vnde ock ge camen was~;vnd dÿ ʒit auch komē waʒ;vnde die ʒit auch kumen was;V nd die ʒeit ouch chvmen waʒ.;vnd detydok komen was;;;0.43;0.61;0.32;0.25;0.24;0.54;1;1;0.46;0.43;0.39;0.34;0.46;1;1;0.67;0.48;0.55;0.5;1;1;0.26;0.34;0.5;1;1;0.28;0.41;1;1;0.52;1;1;1;1;1
;396;F rau anna ir reines kindes genas;vrow āne ir rains kīdes genaſ‧;vꝛouwe anna eꝛes ꝛeynen cndes geno;daʒ anna irs kindes genaß;frauwe aine yres kindes genas;fraw iͤrs raines chindes genas.;vrowe āna eres kyndes ghe nas;;;0.39;0.5;0.33;0.33;0.36;0.48;1;1;0.59;0.53;0.53;0.5;0.47;1;1;0.56;0.5;0.62;0.47;1;1;0.34;0.47;0.45;1;1;0.4;0.34;1;1;0.53;1;1;1;1;1
;397;G roʒʒe fraude ir do geſchach;Groze vrevd ir do geſchah‧;ghꝛote vꝛouwede eꝛ do ſcach~;;groſſe freude ir geſchach;G roʒʒew frowde ir do geſchach.;Grote vroyde er do ghe ſchach;;;0.31;0.52;1;0.24;0.1;0.31;1;1;0.57;1;0.38;0.33;0.31;1;1;1;0.57;0.5;0.45;1;1;1;1;1;1;1;0.3;0.38;1;1;0.3;1;1;1;1;1
;398;d o ſie ir liebes kint geſach;Do ſi ir liebez kint geſach‧;;;da ſye irs libes kint geſach;do ſi ir liebes chinde geſach;;;;0.14;1;1;0.17;0.21;1;1;1;1;1;0.25;0.21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.31;1;1;1;1;1;1;1;1;1
;399;A uch frauwete ſich der vater ſin;Ovch vrevt ſich der vater ſin‧;ock vꝛouwede ʒik de vadeꝛ ʒin~;do frewet ſich der vatte ſin;auch freuwet ſich der vater ſyn;o uch froͤnte ſich der vater ein.;Og vrowede ſik de vater ſin;;;0.3;0.48;0.3;0.12;0.18;0.36;1;1;0.53;0.33;0.26;0.28;0.37;1;1;0.6;0.55;0.53;0.3;1;1;0.26;0.38;0.39;1;1;0.28;0.42;1;1;0.38;1;1;1;1;1
;400;d aʒ er ſach daʒ kindelin;Do er geſach daz kindelin‧;do he ʒach ſin cyndeln~;do er ſach daʒ kandelin;do er ſach das kindelin;do er geſach ſein chindelein.;Do he ghe ſach ſyn kyndelin;;;0.27;0.52;0.16;0.16;0.43;0.37;1;1;0.46;0.19;0.15;0.29;0.33;1;1;0.43;0.43;0.39;0.33;1;1;0.09;0.36;0.33;1;1;0.32;0.33;1;1;0.36;1;1;1;1;1
;401;S ie lobeten got von hinelrich;Si lobten got von himelrich‧;ſe laueden got van hemel ꝛike~;Do lobten ſie got vō himelrich;ſye lobten got von hymelrich;S i lobten got von himelreich;So loueden god vā hīmelrick;;;0.17;0.47;0.4;0.2;0.13;0.37;1;1;0.43;0.3;0.18;0.1;0.36;1;1;0.6;0.4;0.47;0.4;1;1;0.33;0.33;0.4;1;1;0.17;0.39;1;1;0.38;1;1;1;1;1
;402;d aʒ er ſie ſo tangentlich;Daz er ſi ſo tvgentlich‧;Dat he ʒe to gnadenlicken~;daʒ er ſie ſo togetlich;das er ſye ſo tugentlich;daʒ er ſi ſo tvgemleich.;Dat he ſe ſo gnedelikē;;;0.23;0.62;0.15;0.19;0.27;0.46;1;1;0.58;0.21;0.21;0.21;0.5;1;1;0.58;0.58;0.62;0.31;1;1;0.17;0.17;0.48;1;1;0.29;0.46;1;1;0.52;1;1;1;1;1
;403;h ette erloſt von irme leide;Hêt erloſt von irem leide‧;hadde voꝛ loʒet van eꝛme leyde~;hat er loſt vō irem leÿde;hette er loſt von yrme leyde;h et erloͤſt von irm leide.;hat ir loſt van erme leyde;;;0.25;0.48;0.36;0.14;0.14;0.32;1;1;0.55;0.23;0.32;0.19;0.35;1;1;0.52;0.39;0.52;0.32;1;1;0.32;0.31;0.27;1;1;0.29;0.21;1;1;0.35;1;1;1;1;1
;404;D ar vmme ſo labeten ſie got beide;Dar vmbe lobtē ſi got beide‧;Daꝛ vme laueden ʒe gade beide~;dar vmb lobtn̄ ſie got beÿde;dar vmb lobten ſye got beide;dar vmbe ſi lobten got beide.;daꝛ vme loueden ſe god beyde;;;0.32;0.41;0.32;0.26;0.26;0.35;1;1;0.47;0.21;0.21;0.29;0.39;1;1;0.5;0.4;0.53;0.2;1;1;0.14;0.39;0.36;1;1;0.29;0.29;1;1;0.46;1;1;1;1;1
;405;d uͦ wart daʒ kint maria geheʒʒen;Do wart daz kint Maꝛia geheizē‧;Do waꝛt dat cynd maꝛia ge heten~;wa͛t daʒ kint geheiſſn̄ mai;do wart das kint maria geheiſſen;D o wart daʒ chint maria gehannce;Do wart dat knt maia heten;;;0.27;0.39;0.61;0.21;0.27;0.3;1;1;0.31;0.61;0.19;0.3;0.29;1;1;0.69;0.34;0.39;0.28;1;1;0.53;0.64;0.67;1;1;0.27;0.25;1;1;0.36;1;1;1;1;1
;406;A ls ſie der engel hatte geheiʒʒen;Als ſi der engel het geheizē‧;alʒo de engel hadde hetten~;als in der engel hat geheiſn̄ do;als der engel hette geheiſſen;als ſi der engel het gehaiʒʒen.;Alſe de engel hadde ghehetē;;;0.26;0.44;0.32;0.24;0.18;0.38;1;1;0.52;0.28;0.31;0.17;0.41;1;1;0.5;0.41;0.5;0.26;1;1;0.34;0.31;0.5;1;1;0.27;0.41;1;1;0.5;1;1;1;1;1
;407;W einliche wart daʒ kint geʒogen;Reinchlich wart daʒ kīt gezogē‧;ꝛeynchlicken waꝛd det cynt ge tage~;Reÿnechlichn̄ wart es erſogn̄;Reyniglich wart das kint geʒogen;k einchleich wart daʒ chint getit.;reynliken wart dat kynt ghetoghē;;;0.31;0.49;0.66;0.22;0.36;0.38;1;1;0.49;0.52;0.28;0.36;0.41;1;1;0.6;0.46;0.51;0.37;1;1;0.56;0.61;0.66;1;1;0.42;0.34;1;1;0.55;1;1;1;1;1
;408;Sin wart mit flieʒʒe wol geplagen;Sein wart mit vleiz wol gephlogē‧;myt gꝛoten tuchten waꝛd em ge plage~;Sin wa͛t mit fleiß gephlogn̄;mit allem fliße wart ſyn gepflogen;mit ſchonem fleiʒʒ wart ſein gi.;myt grotē tuchtē wart ſin plaghen;;;0.3;0.67;0.39;0.56;0.67;0.73;1;1;0.75;0.3;0.68;0.73;0.85;1;1;0.72;0.58;0.69;0.39;1;1;0.65;0.74;0.79;1;1;0.53;0.53;1;1;0.61;1;1;1;1;1
;409;I n ſiner kincheit waʒ daʒ lieb;In ſiner ivgent was daz lieb‧;yn ʒineꝛ cyntelt was dat lecle~;Jn ſeiner kintheit waʒ daʒ libe;du ſyner kincheit wart das libe;I n ſeiner chinthait waʒ;In ſyner kyntheyt was dat liue;;;0.29;0.48;0.19;0.29;0.45;0.29;1;1;0.45;0.35;0.42;0.62;0.37;1;1;0.45;0.55;0.71;0.35;1;1;0.26;0.45;0.26;1;1;0.65;0.29;1;1;0.6;1;1;1;1;1
;410;k int ſo reine an ſinen lieb;kint ſo rain an ſinem lib‧;kind ʒo ꝛeyne an ſineme line~;kint ſo reÿne an ſeind leÿbe;kint ſo reyne an ſynem libe;daʒ libe chint ſo ram an ſeinemer ch;kant ſo reyne an ſyneme lyne;;;0.21;0.31;0.29;0.21;0.58;0.32;1;1;0.34;0.32;0.19;0.53;0.32;1;1;0.41;0.24;0.69;0.24;1;1;0.25;0.61;0.36;1;1;0.61;0.14;1;1;0.61;1;1;1;1;1
;411;W uͦnder die deʒ alle namen;Wnder die des alle namen‧;Dat wunde daꝛ van nemen~;wūder ſie daʒ alle mā;das alle die wunder da von yahen;D aʒ wunder da von alle namen.;Dat wunder alle dar vā namē;;;0.19;0.63;0.37;0.59;0.38;0.59;1;1;0.64;0.36;0.62;0.41;0.63;1;1;0.71;0.53;0.41;0.48;1;1;0.75;0.59;0.59;1;1;0.5;0.62;1;1;0.48;1;1;1;1;1
;412;d ie eʒ hoꝛten vn̄ vernamen;Die ez hoꝛten vn̄ v͛namen‧;de dat hoꝛden vnde voꝛ nemen~;dy daʒ hortn̄ vnd ſahin;die das horten ader ſahen;die daʒ horten vnde vername.;De dat hordē vn̄d ſaghen;;;0.19;0.45;0.56;0.48;0.26;0.59;1;1;0.41;0.58;0.5;0.37;0.58;1;1;0.55;0.48;0.34;0.45;1;1;0.4;0.44;0.33;1;1;0.37;0.4;1;1;0.52;1;1;1;1;1
;413;ʒ uͦchtlich ſiner muͦter bruͦſt;zvhtichlich ſin͛ mvͦter bꝛvſt‧;tuchtlicen ſoch ʒe eꝛeꝛ modeꝛ bꝛuſte~;ʒutlich ſeiner muder bruſte;Juchtlichen es ſyner muter bruſte;ʒ uchtechleichen ſeiner mvͤter beich;Auchtlikē ſoch et ſyner muter briſte;;;0.42;0.62;0.29;0.36;0.42;0.44;1;1;0.62;0.5;0.52;0.47;0.56;1;1;0.49;0.46;0.7;0.43;1;1;0.33;0.47;0.42;1;1;0.5;0.28;1;1;0.53;1;1;1;1;1
;414;A ne alle girliche geliſt;Ane girliche gelvſt‧;ane giꝛich licken luſten;Song es ē gotlich geluſte;auch an giʒliſcher geluſte;ane gieriſchleiche gebuſte.;Ane ale ghirlike gheluſte;;;0.32;0.64;0.48;0.42;0.5;0.32;1;1;0.5;0.48;0.42;0.35;0.4;1;1;0.64;0.62;0.42;0.52;1;1;0.5;0.54;0.52;1;1;0.54;0.46;1;1;0.46;1;1;1;1;1
;415;ʒ ẏden plag daʒ kindelin;ze ezzen phlac daz kindelin‧;to ſugende plach dat cyndelm~;maſe phlag daʒ kindelin;wol gedygen wart das kindelin;ʒ e ſougen phlag daʒ chindelein.;zo ſughende plach dat kyndelin;;;0.32;0.48;0.25;0.41;0.32;0.4;1;1;0.52;0.36;0.48;0.39;0.4;1;1;0.55;0.59;0.48;0.17;1;1;0.52;0.35;0.47;1;1;0.52;0.5;1;1;0.48;1;1;1;1;1
